1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
4628.564704,4409.208928,4252.266208,4139.202304,4049.888128,4009.379488,3944.024896,3907.899328,3851.22016,3839.415136,3829.846816,3847.75984,3879.734176,3996.886816,4129.335136,4554.354976,5513.514496,6495.949888,6739.130272,6871.077856,6968.948608,7059.123904,6950.797216,6779.48032,5828.087008,5359.73824,5405.508928,5989.376896,6594.366208,6706.032832,6748.125184,6842.311072,6902.712832,6968.936416,6877.230112,6386.272672,6187.725664,6613.42,6829.874656,6815.037856,6683.850112,6659.56144,6551.74144,6427.677856,6203.043424,5846.06176,5426.55904,4960.152832
4546.8784,4336.176736,4187.683744,4095.37984,4014.35872,3942.584416,3875.927488,3842.193184,3794.114176,3774.533152,3744.613792,3765.813184,3816.333184,3918.997696,4058.029888,4475.418016,5411.013472,6355.128448,6592.371232,6709.532512,6830.29888,6899.77888,6917.51872,6732.591232,5739.022624,5285.996416,5318.796256,5894.688448,6475.746208,6548.034976,6622.171552,6707.593792,6829.190272,6895.424704,6778.514656,6274.574176,6138.772192,6518.852512,6716.131552,6688.552192,6506.055136,6504.576256,6384.523264,6240.952192,6015.252352,5682.705184,5244.051232,4830.813472
4451.415136,4235.932192,4099.549888,3982.184416,3896.75008,3837.416128,3800.01952,3742.316416,3692.257408,3675.16144,3660.64144,3671.082304,3700.687648,3811.90816,3948.457408,4342.42096,5244.954016,6141.207328,6368.728288,6512.817856,6614.944864,6661.223584,6645.092512,6465.891232,5526.154816,5109.142144,5155.587328,5604.57856,6178.989568,6283.042144,6317.96032,6391.487968,6430.689568,6483.384064,6359.082784,5935.311712,5772.292192,6128.814016,6295.395616,6263.397856,6125.1592,6137.192992,6061.404064,5921.14096,5728.904704,5447.324224,5091.011392,4699.787968
4323.6016,4115.718016,3949.99936,3834.006688,3748.782304,3678.641152,3602.770048,3553.768288,3526.32112,3518.422432,3481.643872,3478.4992,3511.544224,3580.306048,3680.08,4024.018048,4767.953152,5547.628288,5766.858016,5922.424864,5996.128288,6052.638016,6063.865504,5919.15808,5133.714976,4726.03984,4770.447808,5174.29888,5562.0808,5643.669088,5669.288608,5729.512192,5772.856096,5812.604704,5690.707168,5344.957696,5262.517696,5578.822624,5622.58144,5570.39824,5467.152832,5475.333472,5408.071552,5317.676416,5135.80144,4942.590112,4658.029408,4325.512672
4010.5792,3791.994304,3645.354496,3538.414336,3439.89856,3385.287328,3315.498688,3272.672992,3219.75856,3202.234144,3181.243552,3176.244256,3182.52976,3240.745696,3278.28112,3522.692032,4108.271872,4739.568928,4930.930048,5114.357536,5222.975296,5303.534656,5346.07936,5265.934816,4679.666368,4365.114016,4375.965184,4629.831232,4906.935616,4940.823424,4958.630272,5015.662144,5059.228768,5094.314656,5059.936576,4880.947168,4821.3784,5012.994016,5037.30064,4977.978016,4865.167168,4874.007328,4820.692192,4737.912832,4618.974016,4427.135296,4163.589088,3856.59856
3595.165696,3436.415776,3297.146848,3204.818368,3123.844864,3062.899648,3017.041792,2975.303104,2939.76016,2923.189888,2907.642304,2919.573184,2945.184256,3029.643904,3122.090272,3444.675616,4132.423264,4742.050912,4944.105664,5059.405504,5159.551552,5202.757696,5223.113632,5173.93936,4547.517856,4256.296576,4274.034976,4584.975616,4887.622144,4902.336256,4918.689088,4981.608448,5029.762624,5062.814656,4969.148128,4752.92176,4789.192672,5070.73984,5126.59984,5049.228448,4937.385664,4910.682784,4831.450912,4757.502784,4611.331552,4391.094496,4146.84112,3874.650592
3574.93888,3396.77056,3268.51936,3148.252384,3075.394336,3034.316416,2978.572,2965.187776,2933.956288,2910.06112,2885.270272,2901.197536,2925.515968,2983.330048,3048.925504,3337.915744,3904.466848,4407.624064,4565.881984,4671.610912,4746.655936,4800.671392,4802.75824,4751.350912,4259.50144,3970.949248,3979.648,4209.423904,4421.58016,4430.77984,4413.805984,4451.613472,4478.94016,4506.189088,4423.817056,4274.965024,4283.705824,4674.865504,4709.909728,4652.294656,4530.504544,4510.896736,4468.507168,4386.654016,4299.333472,4091.030272,3853.492,3596.041312
3328.333792,3151.67008,3018.348448,2926.200352,2849.937376,2785.708768,2743.485664,2703.231232,2651.752672,2636.352352,2605.42864,2621.089888,2646.359008,2705.155936,2770.27984,2977.081984,3422.01952,3822.183712,3963.067648,4075.289728,4139.85952,4166.251072,4190.513152,4165.057216,3817.518688,3573.941152,3568.478848,3720.527488,3858.580672,3870.798016,3859.434496,3885.303232,3918.962464,3931.143904,3878.256928,3815.012992,3903.933184,4175.0008,4191.697216,4115.907808,4046.391232,4010.410432,3962.605024,3907.247968,3824.000512,3639.47056,3421.76944,3218.243104
2992.317376,2818.046368,2706.76864,2617.088608,2550.86944,2499.437536,2465.544256,2425.9696,2401.89136,2371.693312,2373.326368,2378.874976,2407.735456,2441.673952,2480.430592,2641.262944,2996.872384,3289.59808,3418.363264,3505.983712,3555.407968,3597.345664,3632.533024,3637.648,3338.060512,3171.515296,3143.431072,3223.674496,3334.442464,3325.647616,3349.214944,3372.654976,3403.139488,3436.6312,3420.635584,3366.588928,3482.658208,3768.293824,3741.77008,3680.374336,3615.262432,3585.010048,3530.31952,3467.904256,3392.282944,3233.37952,3068.490112,2892.013312
2715.78928,2605.330048,2486.19808,2393.267968,2323.66,2263.873312,2232.507616,2195.432224,2160.729088,2133.863872,2135.853952,2127.481312,2145.585184,2160.313504,2157.327136,2301.132352,2539.348288,2764.906528,2861.666176,2947.88944,3021.572032,3052.935136,3097.115104,3104.20192,2938.238848,2762.607616,2725.485856,2738.673184,2749.592704,2752.385056,2724.794464,2741.953024,2744.984224,2768.379328,2767.746976,2823.57184,2995.93984,3183.89152,3145.297696,3103.488448,3048.30976,3021.331072,2997.372352,2954.2792,2892.233632,2768.934016,2612.063104,2468.937856
2302.162624,2180.547328,2094.082912,2017.764448,1953.377728,1904.48656,1862.283808,1837.817536,1812.11152,1794.31696,1786.804768,1788.410656,1779.772768,1788.292864,1772.363104,1843.82032,1962.244096,2090.37376,2182.52992,2261.195776,2326.16848,2372.077696,2431.474816,2464.54192,2386.285696,2291.628928,2226.880672,2205.377056,2180.026048,2159.77168,2149.20016,2174.664256,2209.241152,2257.81888,2320.534336,2449.816096,2577.205984,2699.74144,2665.914304,2617.60192,2585.040832,2591.641312,2567.706016,2534.096128,2473.192,2351.5888,2217.811072,2083.573792
1946.574304,1826.881216,1724.096512,1645.03312,1584.492352,1538.22592,1499.706208,1475.603872,1455.343072,1442.999296,1433.126656,1438.656832,1437.473728,1448.8888,1441.039648,1497.30976,1591.944928,1697.222848,1800.798784,1904.940256,2002.081312,2065.863232,2126.468608,2159.80192,2105.025664,2031.93808,1980.94192,1940.256448,1925.329408,1931.323552,1953.949408,2002.92928,2045.073472,2125.056256,2193.704416,2267.954656,2348.86816,2446.52944,2422.752832,2395.120192,2383.116736,2340.932704,2301.613312,2253.257056,2225.73184,2167.627648,2087.927776,1999.09024
1908.395968,1790.261632,1659.031072,1553.84992,1483.320064,1430.88304,1398.462688,1370.035744,1354.65952,1340.667424,1332.01024,1331.324896,1330.844128,1337.6152,1324.12144,1392.00928,1472.834464,1587.916288,1678.605472,1765.9144,1830.577504,1874.381632,1931.847232,1969.306912,1943.88496,1886.82928,1818.47056,1758.967744,1701.284704,1678.303072,1672.448512,1689.873184,1726.41088,1799.900032,1913.58832,2079.222592,2237.487328,2394.19888,2378.169568,2327.78032,2294.529568,2261.74,2236.552192,2207.603872,2143.736896,2057.320672,1960.500064,1860.426496
1755.604768,1664.775424,1586.809216,1520.096608,1465.141312,1428.357664,1398.498304,1368.586336,1353.267328,1345.456192,1339.473184,1348.923424,1351.017664,1358.756512,1351.15168,1423.045312,1520.384032,1628.474464,1733.581792,1849.392544,1916.276128,1990.056928,2049.437248,2081.741632,2033.274688,1975.838368,1884.537856,1844.555104,1834.027744,1804.28848,1817.476576,1854.663712,1913.871808,1998.876256,2069.236,2193.43168,2312.715616,2444.033632,2453.049568,2450.845216,2414.47888,2392.159168,2369.263072,2310.122944,2253.17872,2163.429568,2063.316448,1961.02864
1859.341792,1781.060032,1695.493984,1634.31616,1573.796128,1527.951232,1500.028,1474.372096,1459.00048,1449.758368,1438.541632,1445.382976,1443.103744,1453.79152,1455.19984,1534.888,1653.196768,1798.50592,1898.001472,1996.27072,2088.133984,2176.566016,2246.339968,2314.058848,2259.585664,2192.32048,2133.944032,2085.107776,2059.15504,2036.46592,2050.150048,2073.582112,2111.177536,2179.936096,2260.44928,2370.082432,2569.46032,2722.949728,2734.024576,2688.588928,2636.807296,2639.860672,2582.0488,2546.111392,2483.566048,2385.758368,2275.375456,2154.211072
2036.466016,1938.858208,1843.4296,1777.230592,1723.079968,1679.569984,1648.995712,1627.49488,1606.068928,1593.830272,1589.32336,1593.4216,1595.919136,1615.541152,1625.009824,1726.392064,1898.577472,2095.596256,2201.62816,2318.012992,2410.633024,2494.067008,2561.935264,2616.833152,2542.32928,2448.992992,2387.345536,2377.787008,2382.11152,2370.427168,2369.562304,2399.944864,2439.691072,2519.365984,2587.377088,2691.19072,2846.98096,2981.86816,2971.78144,2956.108288,2914.22128,2894.667328,2848.532512,2798.89984,2747.316928,2616.971872,2487.349888,2366.114944
2221.873024,2118.691552,2034.748,1967.0056,1914.633472,1864.896832,1831.170016,1808.233984,1785.42304,1769.39008,1759.649056,1759.902208,1762.838368,1789.580032,1763.796256,1874.075104,2075.339968,2270.452864,2307.468928,2384.127808,2476.328608,2555.25808,2623.354816,2674.39024,2544.883552,2426.903872,2382.029728,2411.932864,2434.73968,2439.730432,2408.984896,2451.487168,2492.231872,2549.692864,2580.19984,2646.323584,2801.977408,3000.973024,2975.703232,2938.235296,2879.5288,2883.181984,2836.943104,2792.547808,2728.330432,2613.883552,2458.638016,2324.939008
2202.773824,2094.223552,1991.999104,1927.18336,1866.618208,1820.917888,1787.992576,1760.372128,1734.211552,1862.943232,1851.684064,1855.703392,1866.350944,1883.904736,1909.477408,2026.950976,2291.010112,2553.113632,2650.807648,2753.56864,2834.603872,2909.241472,2966.860672,2972.995264,2763.044416,2629.399648,2596.877728,2656.684096,2728.753984,2724.295456,2723.00944,2762.302912,2790.814144,2836.483552,2863.270048,2883.388,3021.349888,3290.219968,3303.63184,3263.833312,3226.330048,3226.066048,3176.816416,3143.68816,3052.973632,2939.227456,2789.655616,2627.637088
2468.26864,2363.95984,2263.626496,2207.465824,2144.879488,2092.977184,2043.415744,2028.014944,2004.1984,1994.642848,1978.898848,1988.653504,1991.452864,2011.297408,2026.294336,2157.515968,2453.296096,2706.239008,2846.679808,2951.873824,3046.54192,3130.48816,3166.987168,3214.843072,3010.907488,2859.725536,2825.56,2880.13984,2947.754464,2974.799968,2965.259968,3024.353152,3054.42112,3108.464416,3140.524384,3182.534656,3315.944416,3526.123264,3538.704256,3463.78048,3411.212992,3414.815104,3380.211232,3329.890048,3239.03008,3123.98992,2927.235616,2771.127328
2567.557696,2482.938016,2376.679648,2321.087968,2258.307136,2219.396608,2170.657408,2155.924576,2126.502304,2114.100352,2134.694464,2137.037056,2163.316576,2225.347168,2306.637376,2572.773664,3118.96048,3676.75984,3868.046368,4034.058208,4137.167968,4227.896896,4276.314496,4238.130592,3832.092352,3570.018208,3550.775104,3788.732992,3984.061984,4016.663584,4024.986688,4088.050912,4154.962144,4198.843264,4144.034656,3943.165024,3990.149248,4298.864704,4310.852512,4253.764384,4148.106208,4146.152992,4114.272352,4024.569568,3924.045184,3725.816416,3493.657408,3282.035776
3070.796416,2946.69904,2857.72144,2791.352032,2722.656256,2676.084544,2634.435904,2603.8792,2583.313024,2564.98144,2573.684704,2567.165824,2595.325216,2675.221792,2772.36928,3052.3816,3745.874464,4336.671712,4533.417856,4695.592192,4796.283424,4901.335936,4934.694496,4867.242784,4289.943424,3987.999328,3947.304256,4245.337696,4577.736256,4608.993472,4628.4616,4711.125184,4758.256576,4793.067328,4715.225344,4442.98192,4385.549728,4741.524544,4818.8008,4754.645344,4621.717216,4579.988608,4525.144384,4452.525664,4304.912032,4065.99184,3813.395104,3548.855584
3337.342432,3191.8096,3101.849728,3043.754656,2978.733664,2922.692992,2880.832864,2855.650432,2819.379808,2805.454336,2798.010112,2812.960192,2850.3304,2927.901952,3064.874176,3406.714336,4241.935936,4987.652512,5227.064224,5401.027168,5518.463584,5598.70096,5631.39904,5509.125664,4748.762464,4378.956256,4390.277056,4823.645344,5234.245984,5323.772992,5355.6016,5444.072992,5528.635936,5586.211552,5483.053312,5077.506688,4944.423904,5331.913792,5435.957056,5355.990112,5189.132992,5164.250752,5083.229728,4942.6,4765.96144,4463.257696,4162.87888,3886.23808
3622.516768,3479.898016,3392.072512,3325.832512,3272.052064,3231.287776,3171.307648,3148.816096,3124.679968,3100.824256,3083.62048,3098.622112,3127.662112,3208.963744,3332.493184,3702.133024,4621.150048,5463.01984,5714.316256,5880.03904,6002.68192,6079.172512,6139.450432,6001.645984,5143.255936,4709.864704,4719.683584,5219.912512,5715.667648,5804.084704,5845.690432,5919.936736,6010.60144,6085.804384,5976.427648,5494.694656,5374.512832,5742.114016,5884.11952,5791.309408,5614.605184,5553.333472,5434.406848,5294.654656,5066.290048,4769.407648,4434.627808,4118.573152
3827.026816,3708.438016,3597.03856,3532.266208,3479.605504,3432.25072,3391.99888,3348.575104,3324.455104,3312.978688,3297.076768,3311.207968,3347.556928,3430.08064,3569.26144,3963.160672,4999.571872,5837.8792,6109.172992,6264.86032,6399.363424,6481.610272,6530.194816,6376.985344,5469.430912,4982.834656,4979.55904,5504.752672,6045.293152,6146.14096,6198.16048,6270.475936,6336.663424,6412.102624,6300.823744,5803.985344,5564.096896,5963.43952,6149.304064,6042.512032,5851.136416,5794.797856,5666.211712,5474.944384,5241.731872,4948.1992,4587.36064,4269.504064
4006.937536,3861.72016,3766.429888,3687.595456,3611.626048,3556.517056,3511.023712,3472.332352,3434.69824,3412.92112,3403.437376,3412.63888,3436.952512,3500.073184,3616.263904,3977.665504,4901.433952,5768.412352,6034.257856,6188.027968,6297.05968,6375.051712,6415.224064,6262.674016,5350.666528,4873.86112,4887.037216,5374.751872,5913.405184,5989.867648,6029.062624,6105.551392,6163.765984,6214.670272,6081.762304,5594.530048,5371.771072,5753.367808,5900.692192,5783.285344,5598.453472,5553.567328,5426.172352,5289.813472,5110.050112,4884.871552,4581.329728,4270.250752
4000.069408,3855.870112,3751.654336,3663.296128,3584.876896,3510.656128,3445.87888,3405.356896,3369.491872,3359.784256,3341.5,3334.638016,3330.942304,3368.332672,3414.756736,3627.46048,4246.148128,4883.030272,5104.88032,5251.126048,5378.335936,5456.025184,5521.077856,5437.156576,4778.649088,4406.726848,4397.86,4684.83856,5051.334976,5100.988768,5102.234656,5172.4816,5250.31888,5360.072992,5306.413312,5044.387648,4901.944864,5143.290112,5196.464704,5111.046208,5021.084224,5008.172992,4936.608928,4862.757376,4723.8016,4496.415136,4254.108928,3941.656288
3696.76,3559.85056,3452.19184,3359.189248,3291.054304,3241.136896,3188.26048,3155.898016,3133.293472,3122.594944,3117.78112,3135.065536,3173.19136,3272.915296,3445.019488,3812.102464,4828.015936,5679.292672,5954.412352,6162.925504,6288.962464,6417.125824,6447.343744,6294.657376,5368.132192,4925.469088,4948.392832,5398.68112,5986.143424,6084.592672,6111.674176,6187.683424,6258.028768,6277.192672,6108.210112,5580.75856,5306.825344,5475.39952,5521.276576,5381.515936,5263.632832,5249.690272,5214.456256,5202.472672,5142.40192,4951.41904,4657.617856,4353.731392
4075.824544,3922.914496,3810.730048,3735.477376,3656.101312,3609.568,3558.156256,3514.132,3489.3088,3474.292672,3459.190432,3467.526688,3502.722304,3593.51008,3761.257696,4191.406048,5295.0784,6247.415296,6508.012192,6680.632192,6786.256096,6879.792352,6895.542784,6737.67904,5647.689088,5151.262144,5218.505344,5877.346528,6467.414656,6596.72128,6641.693632,6744.263584,6867.031072,6959.444704,6827.845024,6310.029088,6033.377056,6452.323744,6680.596096,6613.542304,6425.632672,6372.017536,6167.192512,5962.2616,5679.49936,5316.3208,4916.868448,4530.5992
4250.926528,4130.362144,4036.085056,3965.217568,3896.225056,3857.207008,3814.935616,3765.297376,3728.846368,3721.088128,3715.888,3728.376256,3760.81072,3853.445536,4025.727616,4447.962304,5551.522144,6475.793632,6736.57888,6900.16096,7017.406528,7116.171232,7152.116416,6983.508928,5900.552992,5393.076736,5424.073792,6099.009568,6722.468608,6824.154976,6902.1616,6990.588928,7126.376416,7185.162304,7085.51872,6557.632192,6286.05904,6722.064064,6936.147328,6857.731072,6681.365344,6603.871072,6442.856416,6231.503584,5946.952192,5551.483744,5138.643424,4758.39808
4434.545344,4271.343424,4172.089888,4086.308128,4022.363104,3977.144224,3940.90864,3884.393824,3854.620672,3841.56928,3828.646048,3818.523904,3872.634976,3971.422624,4153.93984,4589.392192,5659.842784,6652.642624,6944.137696,7083.216256,7056.331072,7103.434816,7101.99904,6928.446208,5939.825344,5371.171072,5411.056576,6018.683584,6713.511232,6881.874976,6922.436416,7021.274656,7104.124864,7210.837696,7094.302144,6558.042304,6268.809568,6740.403904,7005.977536,6937.516576,6743.272192,6684.00016,6551.708608,6324.385504,6038.49904,5704.345984,5262.909088,4843.337536
4506.747328,4347.243424,4235.907808,4150.831552,4078.76176,4022.74864,3968.619328,3931.55872,3893.70112,3859.213024,3854.14816,3881.031232,3895.802464,4003.027648,4188.425344,4620.373312,5678.316256,6703.017376,6977.042464,7128.252832,7252.992352,7341.687328,7383.562624,7234.423744,6145.077376,5569.169728,5611.891072,6296.965984,6990.866368,7146.828448,7202.812192,7279.383424,7376.442304,7492.491232,7383.957376,6828.30016,6536.467648,6935.1016,7192.110112,7121.267488,6951.275296,6909.745024,6693.62128,6471.433792,6171.603904,5808.0808,5362.853152,4942.907008
4604.47936,4453.66,4343.137696,4288.59856,4214.529088,4168.216096,4087.463584,4041.547456,3995.730112,3972.93808,3954.033952,3946.502464,3970.376896,4043.2408,4198.644544,4614.197536,5636.475616,6613.763584,6866.488768,7027.777696,7135.00096,7233.10144,7278.987328,7106.110048,6049.663264,5476.908928,5485.3,6087.407488,6752.468608,6855.292672,6889.626208,6971.089888,7038.46144,7105.77904,6978.868768,6429.643744,6090.914176,6472.014976,6695.536576,6615.957376,6431.543584,6406.446208,6303.444064,6118.874656,5901.50032,5591.01904,5220.163744,4853.286208
4541.951392,4361.52112,4236.996256,4141.390912,4051.15984,3993.448,3924.77056,3876.40816,3833.092,3798.447616,3767.334496,3775.84864,3765.796288,3815.221792,3888.686368,4100.387008,4708.652032,5449.604224,5688.763744,5848.694656,5964.825664,6092.388928,6161.77888,6062.695936,5251.444864,4873.4584,4857.82,5192.574016,5634.335296,5713.611232,5732.865184,5798.476096,5902.264864,5983.570432,5951.11984,5601.247648,5410.428448,5589.6592,5748.536896,5636.082304,5529.168928,5523.653152,5483.185984,5396.394496,5256.044704,5001.667648,4654.734016,4325.272672
4038.785536,3901.690048,3799.195744,3739.11136,3673.847008,3616.632352,3558.13936,3531.910048,3498.274816,3490.8688,3495.601312,3514.33936,3560.567488,3714.644224,3970.966816,4422.608128,5568.443584,6714.166528,6988.810048,7136.897536,7265.716576,7344.08128,7367.985184,7177.687648,6014.449408,5424.464224,5468.591872,6176.452672,6897.59872,7049.002144,7102.17856,7202.833792,7306.36096,7379.765344,7244.037856,6584.99968,6261.346528,6752.245984,7207.0816,7163.823904,7008.742624,6958.716256,6788.148928,6538.870912,6248.302624,5855.210272,5388.316576,4954.797376
4631.092192,4453.750432,4333.83952,4249.850272,4186.564864,4129.243264,4073.192992,4032.713152,3998.617408,3967.177408,3958.355776,3970.434976,4007.856928,4148.31808,4341.133312,4757.230912,5816.557216,6885.27856,7195.089088,7362.397696,7477.053472,7566.755296,7583.484064,7350.054976,6144.870112,5556.566848,5605.284544,6364.685344,7047.116416,7193.116096,7225.606048,7326.730048,7417.691392,7516.75888,7371.437536,6812.490112,6411.317536,6841.41856,7256.015296,7222.223584,7019.037856,6948.05872,6792.146368,6555.770272,6269.164864,5911.011712,5477.929888,5043.442624
4724.757856,4557.286528,4445.882464,4372.274176,4292.27968,4232.025184,4165.80112,4120.105024,4086.933472,4057.185184,4046.707648,4059.05824,4102.955296,4238.308288,4426.194016,4809.924064,5922.633952,6962.827648,7213.690048,7380.582784,7437.01984,7595.775136,7609.508608,7529.974816,6245.333632,5599.58128,5673.633472,6365.59888,7180.156576,7335.068608,7402.606048,7484.326048,7593.894976,7641.093952,7493.508928,6830.206528,6449.8816,6992.793472,7443.317536,7413.507808,7216.450048,7185.432832,7009.186048,6749.266528,6421.766848,6025.584064,5558.543104,5122.88032
4766.283904,4601.071552,4489.477696,4418.030272,4338.128608,4271.08144,4204.117216,4163.613472,4131.98032,4098.33952,4086.2416,4097.592352,4152.042784,4275.834016,4424.573632,4829.026528,5946.950272,6970.717696,7253.014816,7416.974656,7526.988448,7622.062144,7654.270912,7433.491552,6219.106528,5622.884224,5680.78,6450.003904,7150.486048,7286.25856,7364.704864,7436.316256,7534.222624,7630.8616,7515.462784,6902.78128,6545.912512,6985.035136,7360.813792,7333.306528,7158.393472,7102.632832,6921.665344,6713.152672,6386.696416,5969.04112,5527.989088,5080.554016
4746.537376,4579.432192,4460.052832,4385.230432,4313.302144,4259.746528,4220.245024,4169.767168,4128.03856,4103.895616,4108.914016,4114.297696,4166.853472,4300.848448,4526.437216,4943.50144,6057.637696,7057.786528,7337.725984,7484.733952,7597.042144,7683.90112,7712.604064,7520.502304,6269.772832,5662.682464,5704.636576,6426.376096,7179.436576,7325.51872,7356.43984,7432.12096,7520.083744,7622.989888,7502.034976,6870.82096,6493.44016,6986.273632,7469.037856,7451.710912,7271.368768,7238.624704,7057.22128,6850.722784,6550.017856,6174.291712,5699.887168,5238.996736
